bathrooms,description,price per accommodates,price,bedrooms,longitude,price per bedroom,neighbourhood,bed_type,accommodates,url,latitude,room_type
,"Cozy, beautiful, sunny 1 Bedroom basement apartment available for sublet April 1-30 possibly longer. Stay in the hot new neighborhood of H Street NE on Capitol Hill. The apartment is part of a row house a block away from several great restaurants Big Board, Boundary Road, Le Grenier, Sidamos coffee shop and Batter bakery. It is also several blocks from Toki Underground, Atlas Room and Rock N Roll Hotel. It is a 10 minute walk to the Metro at Union Station. The public bus X-2 runs daily every 10 minutes to downtown and it is a 1/2 block from the share bike system. There is a grocery store, Harris Teeters, within walking distance on M Street NE. Not to mention a 10 minute walk from the National Mall, Supreme Court and Congress. Great for running and visiting the Smithsonian Museums. Eastern Market which runs on Saturdays and Sundays is about 15-20 min walk. Parking and BBQ available in the backyard which only you have access to. Deposit is only for those staying longer than a week. It has a washer and dryer. It is a safe and beautiful neighborhood. Great neighbors upstairs. Enjoy this great apartment and neighborhood while you stay in DC!",32.5,65,1,-76.99916969918502,65.0,1090,Real Bed,2,https://www.airbnb.co.uk/rooms/998131,38.89974680389792,Entire home/flat
,"2 bedroom/1 bath corner unit, luxury apartment located in the beautiful, renovated Archbold condo building in Glover Park.Original hardwood floors in living area and bedroom; tile in the bathroom. GE Profile stainless steel appliances, including: microwave, gas range & oven, fridge with water dispenser, and dishwasher Granite countertopsPlenty of storage with multiple large closets (bedroom closet, walk-in hallway closet, coat closet) Washer/Dryer in unit Internet and TV includedSecure, excellently maintained building features large lobby with separate mail area; elevator; trash room and trash chute; bike room; party room with kitchen, large sitting room, and bathroom; storage and parking for rentIdeal location within walking distance to Georgetown University, American University, Whole Foods, multiple Starbucks, Bank of America, Washington Sports Club, restaurants (French, Indian, Thai, Italian, Japanese), trails, parks and community gardenOn D1 (Union Station), D2 (Dupont Circle), and N8 (AU, Tenley Town, Van Ness) bus lines; quick walk to additional bus routes available on Wisconsin Avenue",27.0,54,1,-77.07961401738918,54.0,1015,Real Bed,2,https://www.airbnb.co.uk/rooms/1555467,38.92452213165228,Private room
,"Located in the Logan Circle neighborhood and walking distance to Dupont Circle, downtown and the U Street Corridor, this comfortable studio is the perfect place to see the best of DC. The apartment is fully furnished with the following amenities:- queen size bed- fully stocked kitchen (no dishwasher, however)- coffee maker- water steamer for tea- garment steamer- love seat sofa- wireless internet- 42 inch HD TV- large air mattress if neededLocation: - less than 15 minute walk to the White House- Two blocks from Whole Foods, CVS and Starbucks. One block to 7/11 and Caribou Coffee- one block to the restaurants and bars of 14th St.- 10 minute walk to the heart of Dupont Circle- 10 minute walk to the the bars, restaurants and music venues of the U Street Corridor- less than 10 minute walk to K St and the heart of downtown- walking distance to Blue, Orange, Red, Green and Yellow metro lines- one block to a variety of bus routesParking:- there are no parking spaces with the building, but street parking can be found around the neighborhood. I am a new renter, so I have no previous reviews, but would be happy to answer any questions you may have. I would love to make sure you have an amazing stay in DC and experience the best the city has to offer!",21.0,84,1,-77.03463457647936,84.0,502,Real Bed,4,https://www.airbnb.co.uk/rooms/972710,38.9088632773026,Entire home/flat
,"1 bedroom/1bath apartment, 600 sqft, roof top pool, secure building, amazing location in between Thomas circle and Logan circle, 7 min walk to the White House, 10 min to dupont circle, close to alot of great restaurants and barsIncludes wifi, cable (HBO, Showtime,). 7-8 minute walk from the White House so its perfect for inauguration!Live in the heart of all the best restaurants in D.C. 5 minute walk to K street bars and restaurants. Next to logan circle restaurants - Birch and Barley, Estadio, Masa 14, Poste, Logan Tavern, and many more!7-8 min walk to the orange/blue line - McPherson Square Metro10-15 walk to the red line - Farragut North and Dupont Circle Metro",40.5,81,1,-77.03176945434997,81.0,502,Real Bed,2,https://www.airbnb.co.uk/rooms/504220,38.90772750752902,Entire home/flat
,"We offer fully furnished and beautifully decorated apartments for short and long term stays. Our furnished temporary apartments include stylish and modern furniture, utilities, cable, phone service and house wares including kitchenware, electronics, linens and accessories. All you need to move-in is your groceries and luggage! These buildings comes with a 24-hour doorman/concierge services, health club and parking garage in select locations, close to major shopping areas, walking distance to most major transportation hubs.Features :Fully furnished executive apartments Local long distance phone service, WiFi and basic cable included Spacious rooms, high ceiling Modern kitchen appliances Housekeeping available * Washer / Dryer in building ** Fitness center in Building or Community*Neighborhood : In the heart of Dupont Circle Three blocks to the Dupont Circle metro stopRestaurants, supermarkets, pharmacy nearby Movie theatre and Malls* Extra Cost * Weekly Cleaning can be provided at extra cost.Note : Washington DC requires a 14.5% tax for any stay under 90 days. After reservation is confirmed,if your stay is less than a correction request with the tax amount will be sent for the stay.Check In 4:00 p.m and Check Out at 12:00 p.m",44.5,89,1,-77.0457166172107,89.0,856,Real Bed,2,https://www.airbnb.co.uk/rooms/509767,38.90652393470827,Entire home/flat
,"We offer fully furnished and beautifully decorated apartments for short and long term stays. Our furnished temporary apartments include stylish and modern furniture, utilities, cable, phone service and house wares including kitchenware, electronics, linens and accessories. All you need to move-in is your groceries and luggage! These buildings comes with a 24-hour doorman/concierge services, health club and parking garage in select locations, close to major shopping areas, walking distance to most major transportation hubs.Features :Fully furnished executive apartments Local long distance phone service, WiFi and basic cable included Spacious rooms, high ceiling Modern kitchen appliances Housekeeping available * Washer / Dryer in building ** Fitness center in Building or Community*Neighborhood : In the heart of Dupont Circle Three blocks to the Dupont Circle metro stopRestaurants, supermarkets, pharmacy nearby Movie theatre and Malls* Extra Cost * Weekly Cleaning can be provided at extra cost.Note : Washington DC requires a 14.5% tax for any stay under 90 days. After reservation is confirmed,if your stay is less than a correction request with the tax amount will be sent for the stay.Check In 4:00 p.m and Check Out at 12:00 p.m",48.0,96,1,-77.04579739395938,96.0,856,Real Bed,2,https://www.airbnb.co.uk/rooms/674202,38.906596838227486,Entire home/flat
,"Private room in two bedroom recently renovated garden apartment. Located on a quiet stretch of bustling U Street, directly between three of DC's hottest neighborhoods. Adam's Morgan nightlife just three blocks away. A short walk to Dupont Circle and equidistant to two major metro stations - green line U Street/ Cardozo and red line/ Dupont Circle.",27.5,55,1,-77.04063741653125,55.0,873,Real Bed,2,https://www.airbnb.co.uk/rooms/585294,38.916271989566894,Private room
,"In the middle of Embassy Row, in the safe, clean, and convenient neighborhood of Kalorama, this bright and fully furnished studio apartment overlooks the skyline of Arlington, VA. However, the best part of this apartment is the roof of the building, providing a 360 degree view of Washington, DC! Building key and apartment key will be provided by owner or neighbor, depending on guest's schedule.I will be responsive by email and cell prior and during stay.",29.0,58,0,-77.04806142862228,,1022,Real Bed,2,https://www.airbnb.co.uk/rooms/1446539,38.91645417634373,Entire home/flat
,"The studio apartment has a double bed (fits 2) and a futon bed (fits 2). Lovely cozy apartment with a futon sofa for sleeper/sleeper in perfect historical neighborhood just steps from DuPont Circle and Adams Morgan. It is surrounded by the city's best gyms, restaurants, yoga, theaters, shops, bars, dry cleaners, banks, and parks. Enjoy one of the loveliest, safest, most convenient, and vibrant neighborhoods in Washington. Perfectly convenient location for backpackers for your budget vacation: enjoy the city without ever having to worry about driving or parking.TransportEasy walk to White House (25 min), K Street (15 min), U Street (5 min), Adams Morgan (5 min), World Bank (20 min), National Mall, monuments, and museums (30 min), embassies, parks.10 minute walk to Dupont Metr(phone number hidden) buses all one block away and can take you to major hot spots in town - White House, World Bank, Capitol Hill etc. Capital Bikeshare station nearby. Reagan airport (DCA) 15 minutes by cab, 30 minutes by metro. Dulles (IAD) 45 minutes by cab or shuttle. BWI airport about 50 minutes drive. Sorry, no parking in the building but street parking nearby (quite hard to find one honestly).Renter has access to most utilities in the room with wifi, kitchen (fully equipped apartment).",16.0,64,1,-77.04344636264086,64.0,1026,Real Bed,4,https://www.airbnb.co.uk/rooms/546717,38.91811054545052,Entire home/flat
,"The second bedroom of a 2 bed, 2 bath condo conveniently located 2 blocks from the U Street metro.Bedroom has a full bed and a gorgeous window. A full bathroom is down the hallway.Must be comfortable with cats, you may need to walk my cats (on a leash, of course). If I'm not around, I'll cook their food ahead of time and may ask you to warm it up. They're friendly, totes.",65.0,65,1,-77.0238019745934,65.0,873,Real Bed,1,https://www.airbnb.co.uk/rooms/398382,38.918051425825276,Private room
,"A nice room, with dedicated bathroom in the characteristic neighborhood of Bloomingdale.The room is in one of Washington's typical turret homes, close to two metro stations, Union Station, with nice cafes and restaurants nearby and at half an hour walk to China Town and downtown. We are at a very brief walk to a few buses directed downtown.A Capital Bike sharing Station is just a block away.Parking on the street is possible, you need a permit but we can help you with that.Breakfast is available in the morning upon request, as well as the use of our kitchen.You are welcome to use our wifi and the washer and dryer if needed.The private bathroom is equipped with a hair dryer.We are happy to socialize with our guests, but we are also very respectful of your privacy and if you are looking for solitude, you can have that, too.We will be happy to give you advice for visiting the city and its surrounding, we have maps and books that we are happy to share.Our neighborhood is a place to discover in itself, with beatiful architecture and a handful of great restaurant and bars. We are also very close to U street and H street and their nightlife.We have two very friendly cats and many musical instruments. You are welcome to pet the former and play the last :)This is a non smoking home and we will appreciate your non smoking. However, you are welcome to do it in the back yard.",24.5,49,1,-77.00738120838862,49.0,1093,Real Bed,2,https://www.airbnb.co.uk/rooms/78264,38.915021228819505,Private room
,"I have a large fully-furnished bedroom available in my two-bedroom apartment. Full size bed with a small couch in the room. Large Closet. The apartment has a washer and dryer. You'll be sharing the apartment with a single professional woman and her very sweet, friendly, and well-trained dog. The apartment is secure with Fob/buzzer entry.This apartment is in the fun neighborhood of Mt. Pleasant, with restaurants, supermarkets and convenience stores close by. Centrally located in Washington, DC, it lies on several bus lines and a few blocks away from the Columbia Heights Metro Station. Perfect for anyone looking for proximity to popular restaurants and clubs and an easy commute to areas like Dupont Circle and Foggy Bottom, as well as the White House.",21.0,42,1,-77.0392291133385,42.0,868,Real Bed,2,https://www.airbnb.co.uk/rooms/935975,38.93304238549233,Private room
,"A cozy apartment in a once-upon-a-time house, our NE home is comfy and cozy and only minutes away from the bright lights downtown Washington, DC. Ok, maybe the lights in the District are not all that bright, but there's still plenty of fun to be had! The apartment is a 2 bedroom, one-story layout. The ability to rent the whole apartment (both bedrooms) is available upon request. The house is situated just across North Capitol Street in the neighborhood of Eckington in the NE quadrant of the District. We're just a couple blocks from Bloomingdale: a quaint, family-oriented neighborhood with local favorites like Big Bear Cafe, Boundary Stone Brewery, and Rustic Pizza. We're also just a few blocks (about a 10 minute walk) to the Rhode Island Metro (red line), which will take you straight downtown to the restaurants of Chinatown, the shopping of Metro Center, or the people watching of Dupont Circle.",22.5,45,2,-77.00325982994498,22.5,1093,Real Bed,2,https://www.airbnb.co.uk/rooms/889068,38.91532926809158,Private room
,"Your home away from home. Only problem is you have to share this room.. with the sun. He has a tendency to wake up early, but he likes to keep you warm as you snuggle in your bed. Come stay with us!!*Utilities included for monthly renters",49.0,49,1,-76.99469720124158,49.0,1300,Real Bed,1,https://www.airbnb.co.uk/rooms/1088886,38.94888038162994,Private room
,"Welcome to my home! I have lovingly renovated and professionally decorated, my 2 bedroom/1 bath garden level unit which is located within a historic row home on a quiet block in Logan Circle.Location, Location, Location... Perfect central location next to Whole Foods, bars/entertainment, gyms, dry cleaners, restaurants, and within walking distance to the National Mall, the Capital, White House, memorials, and museums.2.5 blocks from the U Street Metro station - yellow and green lines; and there are two additional metro stations within just a few blocks (Dupont Circle - red line and McPherson Square - blue and orange lines)14th Street, Dupont Circle, and U Street are a short walk away to enjoy shopping, dining, and nightlife.Huge sunken master bedroom (21' x 13') with recessed lighting, built in shelving, large closet, Queen Size modern bed with LED backlit headboard, Tempur Pedic mattress, two built-in end tables, iPhone enabled alarm clock, matching dresser, dresser accent lamp, full length mirror, desk, desk lamp, full back leather chair, desk lamp, leather desk trash can, Van Gough artwork, and rear glass entry door to leads out to a covered breezeway and the back yard.Large second bedroom (13.5' x 11' in main area, plus a 7' x 5' alcove) with recessed lighting, built in shelving, large closet, Queen Size modern bed with LED backlit headboard, Tempur Pedic mattress, built-in end table, iPhone enabled alarm clock, matching dresser, dresser accent lamp, full length mirror, Van Gough artwork, and rear glass entry door which also leads out to the covered breezeway and back yard.Ceramic tile floors have been installed throughout the entire unit so it stays clean during your stay.Spacious fully-stocked galley kitchen with: tons of cabinet, and counter space, recessed lights, and new Energy Star Rated appliances.Huge bathroom with a rain shower, handheld shower and sunken Jacuzzi bath, recessed lights, new low flow vanity sink, low flow EPA Water Wise toilet, spa inspired wood shelves, luxurious 800 gram combed Egyptian cotton towels, and modern bathroom hardware.Spacious living room with lots of natural light, built in shelving, recessed lights, comfy microfiber sectional couch/ottoman with dramatic accent pillows (allows up to two people to sleep), entryway bench to easy remove your shoes, matching side tables, full length mirror, local DC themed artwork, high end bluetooth-enabled stereo, 47"" internet enabled smartTv, blueray/dvd/audio cd player, streaming netflix, hulu plus, amazon instant videos, youtube, and more.Shared back yard with 6 person outdoor hot tub and charcoal grill.Street parking is always available, however, a secured parking space in rear of house is also available for rent for an additional $20/day or $250/month.New high efficiency Bosch Energy Star Rated high efficiency washer and dryer in unit.Brand new high efficiency Energy Star Rated central air/heat system with programmable touch screen thermostat.High efficiency tankless hot water heater is Energy Star Rated and will never run out of hot water!New dual paned windows and dual paned glass doors are Energy Star rated and include new blinds on them all.Video intercom system to see who is there to see you before you let them in.Heated front flagstone patio with manicured landscaping and wrought iron fence around front yard.Cable TV and wireless high speed internet.Unit has large closets, lots of windows, and private rear entrances for both bedrooms.5.7 Kwh Solar photovotaic panels on roof of home provide over 100% of power and combined with all appliances being Energy Star Rated makes this home one of the greenest in the entire DC region!Below is a list of included items that are included with my rental:*Kitchen***Coffee Mugs **Drinking Glass**Juice Glass **Wine Glass **Champagne Flute**Soup Bowls **Deep Bowls**Large Plates **Small Plates**Salad Forks **Dinner Forks **Tea Spoons **Table Spoons**Knives **Steak Knives**Placemats Key** - Set of 8 matching items General kitchen:Blender Broom/Dust Pan Coffee Maker Fire Extinguisher Garbage Disposal IcemakerMicrowave Mixer MopOven Refrigerator Mixing BowlsLarge Pasta PotCutlery Tray Dish Towel Dish Cloth Potholder Napkins Vegetable PeelerWater PitcherServing BowlLarge Frying Pan Small Frying Pan Large Sauce Pot Small Sauce Pot Scissors StoveTea PotToasterTrash CanBaking Dish Broiler Pan Can Opener ColanderCookie SheetCorkscrew Cutting Board Fork/Tongs GraterIce Cream ScoopKnife Set Ladle Measuring Spoon SetMeasuring Cup Set BedroomBed Headboard Dresser Night Stand(s) Bedspread Blanket Mattress Pad Sheets Pillows Clock Radio Hangers Laundry Basket LightsArtwork*Bathroom *Eight matching towels: Bath, hand and faceBath Mat Plunger Shower Curtain Soap DishToilet BrushLightsWaste Basket*Living Room* Sofa Coffee Table End TableArtwork47” Flatscreen LCD TV with AppsBlueRay Disc PlayerStereo with Subwoofer and Bluetooth*Dining Room*Dining Room Table 4 ChairsArt Lights*Other*Iron Ironing Board Vacuum CleanerWasher/Dryer Broom/DustpanFire ExtinguisherSmoke detectorsPet Policy:Pets will be evaluated in person, and if approved can move in with renter. There will be a pet deposit made with will be part non-refundable and part refundable.",22.25,178,2,-77.030991,89.0,502,Real Bed,8,https://www.airbnb.co.uk/rooms/832392,38.913273,Entire home/flat
,"This bright and cozy studio apartment is in the heart of Dupont Circle. Enjoy your clean, comfortable home away from home in a exciting, culturally-diverse neighborhood that features a full kitchen, hardwood floors, new organic latex queen bed, and a walking score of 98! Your homebase to explore DC!The apartment is located in a quiet, tree-lined neighborhood that features stunning private residences that make for an eclectic architectural mix. You can easily get a peaceful night's sleep and still enjoy the action of Dupont Circle only one block away. Dupont is an active and fun neighborhood with great restaurants, museums, and a diverse nightlife.The Dupont Circle Metro North and South entrances are only seven minutes walking distance from the apartment. The metro is on the red line, which means you have easy access to all of DC. Bus lines to Georgetown, the National Cathedral and Downtown are accessible from the bus stop one block away and the apartment is also seven minutes walking from Capital Bikeshare. If you prefer to explore on foot, the National Mall is an easy twenty minute walk.",40.5,81,0,-77.04765192956182,,856,Real Bed,2,https://www.airbnb.co.uk/rooms/1583848,38.909621421089746,Entire home/flat
,"Studio apartment in the heart of Foggy Bottom/West End. Hardwood floor, surround sound entertainment television with full bathroom and kitchen. Two blocks from Foggy Bottom Metro, 8 min walk from Dupont Circle & Metro. Balcony with grill and table for two. 10 min walk from Georgetown. Great eats & shops nearby!Full-size bed that comfortably fits one, can accommodate two. Large black leather couch with flat panel TV and surround sound for enjoyment. Full kitchen and bathroom for comfortable stay. 24 hour service desk with 24 hour laundry service available. Desk available for workspace, WiFi access available upon request.You may have access to everything in the studio - my things will likely be here, but stay for several days can easily be accommodated (i.e. if you have a travel bag out of which you will use your belongings, you may use what you bring - please do not take any items within the condominium itself).I will not be present during your stay!Foggy Bottom is one of DC's best neighborhoods. Lots of things to do within walking distance - GWU is within a 5-6 minute walk, the white house is a 15 minute walk, Georgetown is a 10 minute walk, and there are many great restaurants and shops immediately within the area for convenience.Metro and bus accessibility is all within walking distance. Dupont Circle is the closest red line metro stop, and is an 8-9 minute walk. Foggy Bottom metro stop is a 3-4 minute walk and contains accessibility to the blue and orange lines. Many bus stops are also nearby!",65.0,65,0,-77.04825486383726,,872,Real Bed,1,https://www.airbnb.co.uk/rooms/1546181,38.90447176298917,Entire home/flat
,"I have a comfortable, colorful house in the beautiful Palisades neighborhood in Washington, DC. It is both safe and accessible to Georgetown, downtown, Capitol Hill or Canal Road which takes you to the Beltway. This house has a whimsical feel, it is full of color and photography. It has an open, modern kitchen, dining room and living room, hardwood floors. Fire up your computer, the house is fully wireless. The canopy room is comfortable and decent size. Guests are welcome to use the laundry room, iron and ironing board if needed during their stay. I live in the back of the house and there is also a tenant in the basement. The space you will occupy is the original house, prior to a large back addition. This bedroom is a single. Located in a colorful, fun residence it has all you need for work and play. House-wide wireless allows you to do whatever work you need and you can enjoy the shared living, dining, kitchen and bath as part of your visit.Here you can really enjoy DC living at its best. We have great access to neighborhood restaurants (great sushi, seafood, Chinese and French) if you want a walkable good dinner out. Starbucks is a 2-block walk, as is a local small grocery store with wine, cheese, sandwiches, whatever you might need. You can also stay fit in the neighborhood pilates and yoga studios. Runners, walkers and bikers can easily hop on the C&O and Capital Crescent Trails -- it's an amazingly short ride to Georgetown. Safeway and CVS are a little bit longer walk, and we have a vibrant Sunday morning farmers market also in walking distance. Street parking is plentiful and I can provide one free guest street parking pass for your car.The bus stop is 1 or 2 block walk depending on the stop and the D5 and D6 buses run regularly to Georgetown, Dupont Circle, Downtown, Chinatown, Union Station, Capitol Hill, and the Mall. The D6 stops at Metro stations for all Metro lines. During the work week the M4 provides a 10-minute ride to the red line at Tenleytown. If public transportation isn't for you, just call a cab. It costs about $13 by cab to get downtown.The greatest part about this house is that it is comfortable and relaxing. You can spend the day in the city, but chill at night. Snuggle up and read, watch a movie or enjoy dinner out in a walkable, lovely neighborhood. No smoking please. PS I do have two cats and a dog. They will not be in your space but if you have an allergy you may feel it.",1341.0,1341,1,-77.10113457023368,1341.0,1075,Real Bed,1,https://www.airbnb.co.uk/rooms/862949,38.927112484018835,Private room
,"This beautiful one bedroom apartment is located in the heart of Capitol Hill, DC. With convenience all around. Great restaurants, shops, parks, farmer's markets, cafes, museums and of course the Hill...This location is ideal for someone who is on business and needs to stay near Capitol Hill or Downtown area. The neighborhood is safe during all hours. The new H st corridor is open and has amazing new restaurants as well as bars. It the hot spot right now.",47.666666666666664,143,1,-76.98787649517493,143.0,898,Real Bed,3,https://www.airbnb.co.uk/rooms/240641,38.89593662092854,Entire home/flat
,"Please note that my apartment is only available for stay longer than 6 months or on an annual lease. No shorter periods can be accepted.Welcome to McLean Gardens!Nestled in an historic 23-acre residential community, my loft apartment is located in a unique garden-style condo building and blends the best of two worlds -- the lifestyle of a private park-like community with the convenience of being just a short walk to urban amenities such as dining, shops, entertainment, Metrobus, and Metrorail.The apartment has a double exposure offering plenty of natural light (7 windows and 4 skylights) and is on the second floor overlooking the trees and with views of the sunset. It is separated from the street by a large lawn and mature trees and is very quiet.Decoration is influenced by 20 years of world traveling, especially from Europe and Asia.You will have access to the entire apartment including:Living room and dining room each with vaulted ceilings and hardwood floorFlat screen TV (no cable) and CD Stereo Music System,Fully equipped kitchen with stove, oven, microwave, refrigerator,dishwasher and counters offering space for two to chop, dice, and cook togetherMaster bedroom with a Queen size bed Airy and spacious loft bedroom with a Double bedOne bathroom with vanity, tub, and windowFull-size front-loading washer and dryerCentral air-conditioning and heatingWiFi is available in the apartment.Ample free street-parking is available within McLean GardensEasy stroll to resident pool and tennis courts, playground areas as well as Glover Archbold Park and Nature Trail, offering scenic views and paths for hikers.Short walk to several restaurants including the best in town Mexican (Cactus Cantina), the wood burning oven Napolitean Pizza (2 Amys), the French Bistrot Le Zinc, a Wine Bar or the bustling European Bistro (Cafe Deluxe). Or explore the many dining options in Georgetown, just 10 min drive away.A Metrobus stop is around the block (direct to Georgetown) and you can take Metrorail (Tenleytown Redline station) to Farragut North (White House), Dupont Circle, Bethesda, and all red line metro destinations.Many Attractive Recreational Activities also available:PoolIf you are coming in the summer, you will enjoy cooling off in the outdoor community pool at McLean Gardens. Staffed by certified lifeguards, the pool is open from Memorial Day through mid September and offer 4 lanes for swimmers.Also nearby is the Wilson Aquatic Center, DC's premier indoor aquatic facility. The center offers one large swimming pool 50 meters by 25 yards and one huge hot tub and is available for $7 for non DC residents (open year round).Tennis CourtsThe three outdoor tennis courts in the Newark Street Park are owned and operated by the D.C. Department of Parks and Recreation. The tennis courts are open from dawn to dusk and available on a first-come, first-served basis. Newark Street ParkIdeally located along Newark Street just steps from the front stoop of unit 509, the District-funded park offers children and adults a wide selection of recreation opportunities: tennis courts, community gardens, a children's playground with swings and jungle gym equipment.and A little bit of History...McLean Gardens tracks its history back to the late 1600's and counted John Roll McLean, the wealthy businessman who owned the Washington Post, as its owner. His wife Evalyn also owned lavish jewels, including the pear-shaped Star of the East diamond that she purchased for $120,000 and the infamous Hope Diamond, which she bought from Pierre Cartier for $154,000. It is rumored that she would even let her dog wear the diamond and romp around the estate! The diamond is now on display at the Smithsonian museum.Looking forward to welcoming you in Historic and Green McLean Gardens!",27.0,81,2,-77.07704292865391,40.5,1024,Real Bed,3,https://www.airbnb.co.uk/rooms/787939,38.936627386506316,Entire home/flat
,"A place for a person or couple who appreciate the finer things in life and will enjoy and live in my apartment as if it is their own. About the apartment:- 1000 SqFt 1 bedroom 1 bath-Third floor of a four floor walk-up brownstone, each floor has a unit. -Building is a corner building: windows (double paned) on three sides.-East/West oriented. Juliet balcony in the bedroom.-9-foot ceiling-Forced air and heat-Flooring: cherry wood (living room), marble tiles (hallway, bathroom and shower), and carpet(bedroom)-In-unit washer and dryer-Modern furnishing, including Roche Bobois furniture-40"" flat screen Samsung high def TV-Wireless-Modern white leather sectional sofa-Queen size bed-Abundant closet space-Stainless kitchen appliances-Art and photographic work-Fully equipped kitchen: china, several styles of high-end glassware, flatware, cooking pots and pans.-Walking distance to Whole Foods and Safeway on 17th Street. -Walking distance to Dupont Metro, Adams Morgan, U Street, and 17th Street: highly amenitized area-No Parking",48.5,97,1,-77.0393852325878,97.0,873,Real Bed,2,https://www.airbnb.co.uk/rooms/1210389,38.91404005409113,Entire home/flat
,"Our apartment is located on the second floor of a beautiful small historic building in the tree-lined neighborhood of Lanier Heights. Adams Morgan dining and nightlife is just two blocks away, but our apartment is completely quiet and peaceful. We are renting out the whole space which is a modestly sized 1-bedroom/1-bath apartment. We have hard-wood floors, cream-colored walls, and big windows that look out over the expanse of Rock Creek Park. The apartment includes everything: full kitchen (fridge, oven, dishwasher, coffee maker, pots, plates, utensils, etc.), full bath, dining area, full sized bed, closet & drawer space, wi-fi, coin-operated W/D in basement. Fresh sheets and towels provided and Costa Rican coffee for breakfast! There is NO BETTER LOCATION in all of DC. Literally. You could easily spend your whole stay in DC walking through Adams Morgan and its adjoining neighborhoods of Mount Pleasant, Columbia Heights, Woodley Park, and Dupont Circle. But if you wanted to see some monuments or museums, there is SO MUCH PUBLIC TRANSPORTATION steps away: 10 minute walk to Red Line (Woodley Park) or Yellow/Green Line (Columbia Heights). One block from Circulator bus ($1 takes you all over DC), 42 bus (for Dupont, downtown, Chinatown, Metro Center, etc), and 90 buses (Capital Hill/Eastern Market). Three blocks from 16th St. S2, S4, S9 buses to National Mall. Permit available for free street parking. The Safeway and CVS are also just one block away. And, our favorite, Rock Creek Park and the National Zoo are 2 blocks away. We think that you'll be very very happy with our little oasis - some friends who have stayed here think of it as a retreat space. It is quiet and simple (we have a computer monitor for watching movies on a laptop, but no television)... the perfect place to feel ""at home"" before heading out to explore the big city!",32.5,65,1,-77.04204742942842,65.0,1026,Real Bed,2,https://www.airbnb.co.uk/rooms/960167,38.92612831134913,Entire home/flat
,"Master bedroom, with master bathroom in two-level townhome in Columbia Heights. Includes full use of our 2-level townhome, fully renovated in 2013, with top-quality furniture, appliances and finishes. Hardwood floors throughout apartment; skylight; 42"" flatscreen TV; garden and deck. Free parking in the back. Bus stops half a block away, taking visitors directly to DC's main tourist attractions on the mall (approx. 20 min) as well as to Chinatown and Federal Triangle.Eco-friendly home with solar panels on the roof, the most energy-efficient windows on the market, maximum use of daylight in the interior design, and use of recycled building materials.Open-air pool and tennis courts five minutes by bike.The restaurants and bars of 11th St (arguably now DC's best nightlife spot - with Room 11, Redrock Pizzeria, Wonderland Ballroom) just one block away - close enough to enjoy, far enough that we have none of the noise ( (website hidden) ) . We are happy to take guest inquiries in English, Spanish, French, Italian, Portuguese and German.",21.0,84,1,-77.02471848551166,84.0,1046,Real Bed,4,https://www.airbnb.co.uk/rooms/1484387,38.931736129621946,Entire home/flat
,"Fully furnished 1 bedroom apartment in Logan Circle/Dupont Beautiful and spacious one-bedroom apartment (840+ sq. feet), with large living-room, fully-equipped kitchen, full bathroom and separate bedroom with king bed. The unit is on the top floor in a converted row house on a quiet, tree-lined street, yet also close to all of the nightlife in Dupont and U St. ***1/2 block from restaurants on 14th St.: Le Diplomate, Pear Dive Oyster Bar, Estadio, Masa 14***2 blocks from Whole Foods on P St. ***3 blocks from Meridian Hill Park***4 blocks from the Dupont Circle metro; 5 blocks to U. St. metroI would greet guests upon arrival, but they would be the sole occupants of the apartment. Logan is one of the most popular neighborhoods now in DC!Four blocks from the Dupont Circle Metro station (red line) Four blocks from the U St. Metro station (green line)1 block from 16th St. buslines that go to the White House, the Mall, etc.",42.0,84,1,-77.03297672891938,84.0,502,Real Bed,2,https://www.airbnb.co.uk/rooms/1104542,38.912472867376984,Entire home/flat
,"This Dupont Circle luxury 1 bedroom couldn't be a better place to enjoy the city by day and night, just 1 block from the south entrance of the Dupont Circle Metro Station on red line. The area is filled with restaurants, bars, convenience stores, supermarkets, liquor stores, dry cleaner, yogurt places, nail salon, etc. From the apartment you can walk to popular areas including the White House, U-Street corridor, Adams Morgan or 14th Street.Secure condo building with front desk staffed 24 hours. Building has common laundry room on ground floor and rooftop deck with pool and great views of the nation's capital. The apartment is fully furnished- just bring your clothes. There is a comfortable queen bed, a gourmet kitchen with basic appliances, a brand new bar, and a living room with 2 couches.Location:- Amazing location - 1 block from the Dupont Circle Metro Station South Entrance (Red Line)- right outside the front door are multiple bus stops, a Capital Bikeshare station, and multiple Zipcars- Blue and Orange lines are a 10 min walk - one metro stop from the National Zoo - three metro stops from Chinatown and the Verizon Center (concerts, sports events) - 15 minute walk to Georgetown - 3/4 mile to GWU campus - 6 blocks to Whole Foods- 6 blocks to Trader Joe’s- close to Rock Creek Park run/bike trail - less than a mile (or one metro stop) to Adams Morgan bars and restaurants - short metro ride to the National Mall and Smithsonian Museums- CVS Pharmacy just one block away Amenities:- Rooftop pool (during summer)- Full kitchen - High-speed internet and Wi-fi - Full bathroom with bathtub - Air-conditioning - Washers and Dryers in buildingNo smoking please.Flexible rental lease options. Please contact with any questions.",57.0,114,1,-77.04462248650117,114.0,856,Real Bed,2,https://www.airbnb.co.uk/rooms/1066666,38.90880468740666,Entire home/flat
