bed_type,bathrooms,description,latitude,price,bedrooms,room_type,longitude
Real Bed,1,"THE BIG PICTURE: Enjoy all the convenience of home during inauguration with this spacious 1 bedroom/1 bath apartment that's WALKING DISTANCE to the Inauguration and the National Mall or you can hop on the metro which is 2 blocks away and take a it 2 stops to inauguration activities. The metro (2 blocks away) is the green line which means you can hop on it and be at all of DC's culture activities (e.g. museums, national mall, LivingSocial's hot new event space with a bar and other cool activities) and nightlife (U Street, Capitol Hill, Columbia Heights, Dupont Circle) in a matter of minutes. The apartment is also 2 blocks from the Safeway grocery store, the CVS, a few cool restaurants, Arena Stage, the National's Stadium and so much more! The apartment is also immediately next door to the national military base where Obama plays basketball weekly! That's right, you may be able to wave at Obama up close and personal after he's shot some hoops! Score! Oh, and if you needed any other reasons, the apartment sits right on the historic potomac river where you can see and/or walk to many of the national monuments, go for a jog, or walk to the historic Chesapeake Fish Market (they catch and cook fish right there in front of you)! THE NITTY GRITTY: This apartment sleeps 2-4 (an air mattress can be provided). It is fully furnished: A queen size bed, custom made sofa, wifi, and hdtv with premium channels, DVR (you don't have to miss your favorite shows) 2 large flat screen TVs. Linens can be provided. I will also throw in a bottle of wine to help you celebrate! You also have 24-hour concierge service and security in the building! It's like your Barack or Michelle!Payment methods include cash, certified check, or paypal. A reasonable deposit is required to reserve the place and will be returned upon inspection of the apartment. Full payment is due prior to arrival. Length of stay is negotiable, but a two night stay minimum is required. The rate is $500 a night. This is a steal. Hotels in this Inaugration-central area are going (phone number hidden) per night!No smoking, drugs, or pets. One small pet peeve allowed for no additional cost!",38.87147179397631,196,1,Entire home/flat,-77.01682602888287
Real Bed,,"I am subletting my fully furnished studio apartment for the 2013 presidential inauguration. The available time frame would be between January 17th - 23 but I am flexible with the dates. You can rent it for one or all nights.The studio is about 450 sqft and includes a full size bed, sectional leather sofa, coffee-table and flat-screen TV. Cable tv and high-speed WiFi are available.This is a really good rate for the location. The building is on 16th street in front of Meridian Park. There is a bus stop right in front of the building for the S2, S4, and S9 buses which all go down 16th street directly to the White House. U-Street and Dupont Circle metro stations are within walking distance. Plenty of bars and restaurants (Adams Morgan) are also nearby.",38.921802424569336,229,1,Entire home/flat,-77.03652147022511
Real Bed,1,"Inauguration weekend (Fri/Sat/Sun night, 8p Monday checkout)About the apartment: A one-bedroom apartment, ground floor of row house, on Capitol Hill located near the intersection of East Capitol St and 8th St NE. One full size bed, one full size futon. Fireplace, patio with grill in back. Full kitchen. One bathroom. Comfortable, clean, no pets, available Friday (18 Jan) at 8p until Monday 8p (21 Jan). 5 Blocks from Eastern Market metro stop and Market Place, 8 blocks from Supreme Court and Capitol Building complex. Walking distance to Smithsonian Museums, White House, etc. Many good bars, restaurants within walking distance. Fridge full of GOOD beer, all yours.About you: up to 4 people, no pets. cash only, paid in full up front.Price not negotiable (too much).You can get to me (email hidden). my address is ""torque.fork"" and you know the rest.",38.89072,218,1,Entire home/flat,-76.995224
Real Bed,,"Inauguration 2013! Come directly to Capitol Hill for 5 days in the comfort of a 1 Bedroom/1 Bath Apartment available for the 2013 Obama Inauguration. Dont miss this historical event! 1 Bedroom 1 Bath apartment for rent January 18-22, 2013 Located 5 blocks from the metro (Orange & Blue lines) & minutes away from all festivities!Apartment is walking distance or a short metro ride to the Capitol Building/National Mall/Downtown DC/Monuments/Waterfront/Convention Center.Includes: Towels & washcloths Soap Toothbrushes & toothpaste Shampoo & Conditioner$275 Per NightThere will be a $500 refundable deposit requried! Serious inquiries ONLY!Please feel free to contact me via email & we can discuss further detailsKingman Park area of DCContact TODAY and receive a discount!",38.89560747656985,180,1,Entire home/flat,-76.97622878441697
Real Bed,2,"Walk score-over 90%--within 2 to 3 blocks of metro, grocery stores, nightlife, bars, the Convention Center. 4-6 blocks from Chinatown, the National Mall, Logan Circle, the Capitol. Home is only 2 years old and everything is new. Has a dedicated parking spot and street parking.",38.890814210897915,229,2,Entire home/flat,-77.01698989942253
Real Bed,1,"Right in the heart of the Historic Arts District of Mount Rainier, this artsy studio loft styled apt is only 5 Metro train stops away from the National Mall and Smithsonians! The Studio Loft Apartment is 900 sqft with 17 Ft Ceilings and lots of natural light. located across the street from a zipcar and a metro bus stop for easy access to downtown Washington, D.C.There is laundry inside the building on the second floor. The machines are card operated and really easy to use. Open 24 hours.There is one full bathroom in this unit, full kitchen.Inside the building is an independently owned cafe called ""Urban Eats"". In the neighborhood there is a sub shop Called ZZ's Pizza and subs, an all vegan restaurant that includes vegan ""soul food"" on it's menu called ""Sweet and Natural"". There is an Organic Food store/grocery called ""The Glut"". A Wine and Alcohol store, 7/11 Convenience store, Shell Gas, Florist, Consignment Shop, Yes Organic Market, PNC Bank, Nail Salon, American Take-out, Chinese Take-out, Library with wifi and a neighborhood filled with liberals!Joe's Movement Emporium is just one block away. Take dance classes, see shows and explore the talents. Hair salon and an African Drumming studio both located on 34th street, side by side.Again, Public transit is literally across the street and over half a block! Zipcar is located directly across from the building.The place is super unique because it is a building that is filled with Artists of all sorts. Violinists, Vocalists, Other instrumentalists, Visual Artists, Builders, you name it, we got it!North East Washington D.C. Near Catholic University.Thank you!!",38.93449596594117,150,1,Entire home/flat,-76.96381135121722
Real Bed,5,"This 6 bedroom and 5 1/2 bathroom home is beautifully renovated. It is decorated with the weary traveler in mind. It is bright with state of the art decor, lovely stainless steel BOSCH appliances in both large kitchens in this building. This lovely home and lower level 2 bedroom two and 1/2 bath apt. home is ideal for a couple of families, a group of relatives, a corporate meeting, girl scout groups, boy scout groups, Marathon Running Groups, School trips, couples retreats, girls gatherings, guys gatherings, high school reunions or a number of other types of groups/activities. This home may also serve as the best site for families visiting the Nation's Capitol City, for Corporate Groups, for School Trips, for Family Reunions, for small wedding parties, baby showers, or other occasions. While the owner is extremely particular about the types of groups and desires no loud music or loud parties/drinking in this home, this home is still available for small quiet type celebrations. It is literally 250 square feet from the METRO Train and is located on the corners of multiple bus lines. The buses and trains not only take you to numerous tourist sites in Washington DC but also takes you to Arlington Cemetery in Virginia and to neighboring Maryland. Despite it's location, an end unit on the corner of two major thoroughfares, the home is surprisingly quiet and ideal for the weary and tired traveler. This home is surrounded by the vibrant shopping center of Columbia Heights with its multiple sidewalk cafes, restaurants, pharmacies, supermarket and a couple of very popular Bike Rental Stations. The bike rentals are so popular not only with tourist but with the young and middle age professional population in Columbia Heights that many many of the neighbors commute to work to avoid the notorious traffic jams during rush hour. METRO is so very important in a city and area where traffic happens to be one of the worst in the Nation!The Washington/Maryland/Virginia major Beltway (titled 'Route 495) is only two miles north, from this home. It is also just as well as for traveling via METRO bus or train. It is also conveniently located on a busy intersection where taxis frequent the area. This home has a 2 bedroom and 2 and 1/2 bathroom and large kitchen in the lower level. This additional living arrangement make it convenient for corporate groups, family reunion, small school groups, girl scouts, boy scouts, wedding parties or other occasions where a separate living arrangement may be necessary for some members of the group. This home is discounted for the entire month of September 2013 and October 2013 since this is the GRAND Opening period. Your family and/or group will a old home of 100 years or more that has been totally refurbished with a fine interior. The Kitchen has all brand new stainless steel BOSCH appliances, the beds are professionally dressed by former hotel housekeepers and the White Linen on each and every bed has been professionally laundered to provide the 5 Star Hotel Feel that many customers have grown accustomed to. The old hardwood floors with all the necessary furnishings designed to make your stay a memorable one. This home is spacious with the master bedroom approx. 360 sq ft. The yard is a whopping 1,000 sq.ft. This home is located in the northwest quadrant of the city in the revitalized neighborhood of Columbia Heights. The METRO Subway train, which is about 2 city blocks (a 2-5 min. walk) is perfect for touring Also, in this residential neighborhood, you will find local shuttle services that may be boarded one block away and these shuttles go to many tourist sites. There are bicycles for rent to help you get your exercise and tour the city for pennies. The rentals are reasonable and no worries about storing these bikes. There are many bike secure stops nearby the tourist areas where you simply mount the bike and rent another one upon your departure. The bike rentals are located in front of the grocery store. The grocery store is open from 6am until 11pm. This makes it convenient to purchase groceries and bring them to this well equipped home to prepare your meals. Every Saturday, local farmers sell their products in the town square in this neighborhood. Taxi cabs are readily available in this residential area as well as directly around the corner in the commercial area. There are also airport shuttles that frequent this area to get you to Dulles Airport or Ronald Reagan Airport. There are over 25 restaurants located within a 3 minute walk of this duplex. To the east of this property, within a 3 block radius there are about 6 sidewalk restaurant/bars. The 'Gala Theater,' provides live entertainment, The World Sports and Health Club provides an outlet to exercise and has an Olympic size pool as well as Basketball courts. There are two wonderful Day Spas in the commercial area not far from the metro train. A 24 hour pharmacy named 'CVS' is in this immediate area. The METRO train is by far the most popular attraction in this revitalized area. There is a wealth of variety in places to eat. The types of restaurants include, Ruby Tuesdays, Chipotle, Subway, Five Guys, Panera Bread, IHOP, Panda Express, Pete's Pizza, Starbucks, and local mom/pop restaurants that specialize in Italian, Chinese, Thai and other international cuisine. During the summer months, the town square features artwork is on display, local music groups and other free performances. Often children enjoy dancing in the fountains and cooling off in the water while the parents enjoy the night air. There is a large supermarket, named 'Giant' if you decide to cook in the lovely remodeled kitchen in this lovely home. All beds in this home is tastefully designed with pure white, Egyptian cotton linen. There are flat screen television throughout the building and Free WIFI Internet.This beautiful home is truly immaculate, comfortable, and affordable. It is decorated and designed to embrace the tired traveler.",38.93526668429346,454,6,Entire home/flat,-77.02532394891747
Real Bed,2,"Welcome! We have a big group home w/ an extra furnished room, queen size bed, dresser, clean sheets and towels. A few perks: -Easy access to Convention Center, Chinatown, National Mall, Children's and Washington Hospital Center.-Scenic tree lined residential street w/ view of reservoir.-Located right in the center of DC w/ 3 metros less than a mile away and bus stop across the street.-Unzoned parking always available behind the house-Close to night life: Columbia Heights, Adams Morgan, U street District-Full use of the kitchen.-You will be staying w/ pedicabbers (bike taxi drivers) we know everything you want to know about DC!-We are also restaurant industry folks so we know the best places to eat too.-A fully loaded house w/ dishwasher, wifi, washer/dryer, cable, central air.",38.930140452317346,36,1,Private room,-77.01707735391889
Real Bed,1,"For those who want to enjoy luxurious accommodation, this is the unit for you! Located in the heart of NoMa and Very close to Union Station, this unit is perfect for a stay in the district.",38.90514852161243,69,1,Entire home/flat,-77.0056361649603
Real Bed,2,"Luxury condo building in the heart of historic Logan Circle. Great two bedroom two bath condo within close proximity to all the major attractions (White House, Monument, National Mall) and great restaurants. Includes parking space. Includes balcony, hardwood floors and amazing views.",38.9078470095238,180,2,Entire home/flat,-77.03044405843751
Real Bed,1,"I am renting a room in my lovely historical 1870s row house in Capitol Hill, near Eastern Market. The house had a spacious backyard, great for hanging out, and the neighborhood is friendly and safe. I am 5 minutes from the metro and 2 grocery stores.The house is full of character because it's old and it has great energy. I like to sit on the stoop in the morning and watch the neighbors walk by, or spend some relaxing time sitting out back.I am busy, but I like to cook in the evenings or hang out in my backyard. It is a great mix of people and is safe. The houses are also unique and beautiful. You can walk to Eastern market on the weekends to shop.The nearest metro is Potomac Avenue, which is about 7 minutes walk from the house, and there is a bus stop about 100 feet from my door.",38.8814822939828,59,2,Private room,-76.98931097132458
Real Bed,2,"At our home you will enjoy proximity to the metro, a unique neighborhood, and the charm of details like skylights, exposed brick, and a modern kitchen.Four large bedrooms comfortably sleep eight. A recent addition doubled our apartment's square footage and created a huge space that combines the building's historic charm with modern conveniences.Each bedroom has a double bed that can comfortably sleep two people, and one bedroom also features a full-sized futon that can hold another two people. If you're a big group, the couch is available as well! Guests will enjoy use of our kitchen and lots of useful gadgets: coffee maker, toaster, counter-top grill, french press, blender, etc. We have a dishwasher, and a brand new washer/dryer available as well. There is strong wifi throughout the apartment. Spending time between the neighborhoods of Columbia Heights and Petworth, guests will notice a strong sense of community that's a bit harder to find elsewhere in the city. Residents of our neighborhood pride themselves on being true ""city people,"" but not sacrificing things like gardens, neighborly bonds, cook-outs, local independent retailers, and the like. Hugging the line between new and old, Petworth is considered on the rise, and number of new shops and restaurants are opening up often. It's a neighborhood which allows you to look into both the past and the future of Washington We are only two blocks north of the Georgia Ave./Petworth metro on the green and yellow lines. A number of buses heading all over the city have stops even closer.",38.938171368501116,98,4,Entire home/flat,-77.02458092165182
Real Bed,,"Centrally located, easy access to all major subway lines, beautiful kitchen, roof access, extremely comfortable bed, free wifi!!, super gay-friendly!! (and helpful roommates willing to show you around!!) The location is incredible. Not only are you super close to downtown, you also are only a few blocks to almost all other major neighborhoods in DC. The metro is so close as well as bikeshare. We have a beautiful kitchen and the grocery store is right outside our front door! A rooftop pool, 24 hour fitness center, a bed or a couch depending on number of guests, kitchen.As much as you want! After I got back from my backpacking trip I realized how much fun it is to stay with people who actually live in the city. So we're here to help!",38.90353764912338,101,1,Shared room,-77.01757145900224
Real Bed,,"This 2 bedroom and 2 and 1/2 bathroom apt home is beautifully renovated. It is decorated with the weary traveler in mind. It is bright with state of the art decor, lovely stainless steel BOSCH appliances in the large kitchens in this building. This lovely lower level 2 bedroom two and 1/2 bath apt. home is ideal for small families or a group of six or less. This home may for families visiting the Nation's Capitol City, The owner is extremely particular about the types of groups and desires no loud music or loud parties/drinking in this home. This home should be treated with care and the guests should be a quiet family/group.The home is approximately 250 square feet from the METRO Train and is located on the corners of multiple bus lines. The buses and trains not only take you to numerous tourist sites in Washington DC but also takes you to Arlington Cemetary in Virginia and to neighboring Maryland. Despite it's location, an end unit on the corner of two major thoroughfares, the home is surprisingly quiet and ideal for the weary and tired traveler. This home is surrounded by the vibrant shopping center of Columbia Heights with its multiple sidewalk cafes, restaurants, pharmacies, supermarket and a couple of very popular Bike Rental Stations. The bike rentals are so popular not only with tourist but with the young and middle age professional population in Columbia Heights that many many of the neighbors commute to work to avoid the notorious traffic jams during rush hour. METRO is so very important in a city and area where traffic happens to be one of the worst in the Nation!The Washington/Maryland/Virginia major Beltway (titled 'Route 495) is only two miles north, from this home. It is also just as well as for traveling via METRO bus or train. It is also conveniently located on a busy intersection where taxis frequent the area. This home has a 2 bedroom and 2 and 1/2 bathroom and large kitchen in the lower level. This additional living arrangement make it convenient for corporate groups, family reunion, small school groups, girl scouts, boy scouts, wedding parties or other occasions where a separate living arrangement may be necessary for some members of the group. This home is discounted for the entire month of September 2013 and October 2013 since this is the GRAND Opening period. Your family and/or group will a old home of 100 years or more that has been totally refurbished with a fine interior. The Kitchen has all brand new stainless steel BOSCH appliances, the beds are professionally dressed by former hotel housekeepers and the White Linen on each and every bed has been professionally laundered to provide the 5 Star Hotel Feel that many customers have grown accustomed to. The old hardwood floors with all the necessary furnishings designed to make your stay a memorable one. This home is spacious with the master bedroom approx. 360 sq ft. The yard is a whopping 1,000 sq.ft. This home is located in the northwest quadrant of the city in the revitalized neighborhood of Columbia Heights. The METRO Subway train, which is about 2 city blocks (a 2-5 min. walk) is perfect for touring Also, in this residential neighborhood, you will find local shuttle services that may be boarded one block away and these shuttles go to many tourist sites. There are bicycles for rent to help you get your exercise and tour the city for pennies. The rentals are reasonable and no worrries about storing these bikes. There are many bike secure stops nearby the tourist areas where you simply mount the bike and rent another one upon your departure. The bike rentals are located in front of the grocery store. The grocery store is open from 6am until 11pm. This makes it convenient to purchase groceries and bring them to this well equipped home to pepare your meals. Every Saturday, local farmers sell their products in the town square in this neighborhood. Taxi cabs are readily available in this residential area as well as directly around the corner in the commercial area. There are also airport shuttles that frequent this area to get you to Dulles Airport or Ronald Reagan Airport. There are over 25 restaurants located within a 3 minute walk of this duplex. To the east of this property, within a 3 block radius there are about 6 sidewalk restaurant/bars. The 'Gala Theater,' provides live entertainment, The World Sports and Health Club provides an outlet to exercise and has an Olympic size pool as well as Basketball courts. There are two wonderful Day Spas in the commercial area not far from the metro train. A 24 hour pharmacy named 'CVS' is in this immediate area. The METRO train is by far the most popular attraction in this revitalized area. There is a wealth of variety in places to eat. The types of restaurants include, Ruby Tuesdays, Chipotle, Subway, Five Guys, Panera Breat, IHOP, Panda Express, Pete's Pizza, Starbucks, and local mom/pop restaurants that specialize in Italian, Chinese, Thai and other international cusine. During the summer months, the townsquare features artwork is on display, local music groups and other free performances. Often children enjoy dancing in the fountains and cooling off in the water while the parents enjoy the night air. There is a large supermarket, named 'Giant' if you decide to cook in the lovely remodeled kitchen in this lovely home. All beds in this home is tastefully designed with pure white, Egyptian cotton linen. There are flat screen television throughout the building and Free WIFI Internet.This beautiful home is truly immaculate, comfortable, and affordable. It is decorated and designed to embrace the tired traveler",38.93418155921162,65,2,Entire home/flat,-77.0242658764226
Real Bed,0,"The Studio is 550 square feet in a building built in 2008. As the apartment is part of a mixed-use development, there are various amenities on the same block:1. Whole Foods Market (literally 100 feet away from the building entrance)2. Restaurants and Bars3. Clothing Stores (Blomingdales, J Crew, Banana Republic, Barney's CoOp, Gucci, Polo, Brooks Brothers)4. Metro (Stop is Friendship Heights- Red Line)The Building features:1. Modern gym2. Business Center with internet3. Internet Cafe with coffee machine and comfortable chairs 4. A screening room with very large flatscreen tv and theatre style lounge chairs (*500.00 deposit is required)5. A tv room with large flatscreen tv (500.00 deposit required)6. Parking garage 20.00/dayThe Studio is:1. very clean2. modern appliances 3. full size bed4. carpeted 5. nice bathroom",38.96136391308355,52,1,Entire home/flat,-77.08766439268148
Real Bed,1,"Nice room in a family house with the following amenities (single or double occupancy, an extra full sized elevated air bed or a twin bed at floor level can be added for 3 or more guests if needed).You can find all my reviews under my profile. PLEASE read the room description of the things we offer. Guests are responsible to read it before making the reservation. What we offer is clearly described. Thank you. --FREE use of Smart Card (metro and bus card for savings commuting to the city)*FREE wireless internetFREE pre-paid local cellphone for international guests*FREE driveway and street parkingFREE use of land-line phoneFREE use of bike (must bring own lock – ask for availability)NICE!- Own entrance to apartment- Keys to the house and key to your room- Spacious, good sized closet- Window to quiet yard- Comfortable queen sized bed- Clean sheets and towels provided- Central air AC and heating*- Full kitchen access and dedicated fridge and cupboard space- SHARED bathroom - Apartment spot-cleaned EVERY WEEKDAY. Fully cleaned once a week.- Laundromats nearby. For in-house laundry please read under notes- Pick up and drop off to Takoma Metro stop for a low fee ($10) no matter the number of people. * Smart Card and pre-paid Cellphone must be recharged by guest. Central AC and heater available but we do not freeze the house during the summer, and we don’t keep it scorching hot in the winter.NOTE:- Metro stop is easily reachable by walking (15-20 minutes) or taking the bus (3 minutes)- From Takoma Metro to all museums (National Mall) is a 12-15 minute ride on the metro subway.- No pets on the floor but house is not suitable for people with severe pet allergies.- Laundromats nearby or if you prefer we also offer in-house full service washing (we wash and fold) for a low fee ($8/load) which includes washer, drier & organic detergent, and folding.- Guests are responsible to bring all their personal toiletries. - Guests are responsible for buying their own food. We only offer use of the kitchen, cooking implements and appliances. PAY ATTENTION TO THE FOLLOWING:Linen and Room Set-Up Fee description (one time only) paid on arrival:- 1 bed for 1 or 2 people (or 2 adults and a 1 child): 12 dollars- 2 beds for up to 3 people: 20 dollars- 2 beds for 4 people: 25 dollarsGuests are required to pay a refundable security deposit on arrival. 100 dollars cash or PayPal (PayPal has a 2 dollar fee so 98 will be returned). The deposit is refundable when you vacate the room and there is no damage to the propertyNEIGHBORHOOD:Takoma Park is a charming place with a lot of character. You can find organic grocery stores, a nice farmer's market, bike stores, and the people in Takoma Park are incredibly nice and proud of their neighborhood.Takoma Park has a wonderful city main shopping strip with mom-and-pop stores and a variety of restaurants. It is perfect for those who like to walk around, look at stores, and try organic/natural food stores and restaurants.FREQUENTLY ASKED QUESTIONS:1) Are you close to museums and downtown DC?Yes! We are only a few minutes away on the metro (subway). We live in a safe and residential suburb with the convenience of being so close to downtown. Be advised that from the metro you have to walk to the house or take a bus. It is a nice and safe walk but people who do not like to walk won’t do well staying in our house (DC museums involve also a lot of walking so these people won’t be happy in DC anyway). 2) How many people live in the house?This floor has 3 rooms. You will be sharing the bathroom with 2 other rooms. Depending on when you stay you could be the only one in the floor and get a full apartment for the price of a room. However, you must come to stay with us with the expectation that you will be sharing the common areas (bathroom, kitchen, and dining room) with others.If you would like NOT to share with anyone else (or you are traveling in a big group), please go to my listings and look for the option of renting the whole apartment.3) Do you provide breakfast?We do not provide breakfast.4) Is my child counted as an adult when making the reservation?Yes, your child is counted as one person. If you are traveling with children please email me first.5) Do you have pets?There are no pets in this floor but the house is not suitable for people with severe pet allergies. 6) Why do I have to pay for a security deposit?We have been hosts for a long time and have suffered many loses. The deposit guarantees that guests pay for the damages they do while at our home. If you are careful and take care of our things, the deposit is fully refunded when you leave the house.7) Where can I do laundry?There are Laundromats and dry cleaners nearby. As an added convenience we offer to do your laundry for a small fee ($ 8 per load), but we do encourage that you do it on your own.8) Am I responsible to buy my personal toiletries and food?Yes. Guests are responsible to bring their own personal toiletries and food. There various stores nearby. We ask everyone to be considerate and respect other guests (and hosts!) personal possessions.",38.970432671999525,31,1,Private room,-77.00205195693017
Futon,1,"- Walk to NIH (9 minutes), Bethesda Metro (17 minutes) and Walter Reed Medical Center (19 minutes) - Comfortable double bed with memory foam mattress topper- Off street parking available, no charge- WiFi internet included!This listing is for a cozy, sunny bedroom in an updated 1930's house with modern furnishings. My home is located in walking distance to downtown Bethesda and the Red Line Metro as well as NIH. There is a bus stop 30 feet from the front door (convenient in bad weather!).There is a shared upstairs bathroom and a shared downstairs half bath. You will have access to the kitchen which has a dishwasher and a gas stove. I am an artist and my studio is on the first floor. Access to the washer/dryer in the basement is included. The backyard is large with a beautiful patio, grill and outdoor fireplace, perfect for your own private happy hour or just relaxing after a long day. Off street parking is available for one car at no charge.I have 2 very friendly cats but they are not allowed in your room (unless you want them!).Wifi internet access is included and can be accessed from anywhere in the house or yard.Bethesda is known for it's fabulous restaurants, outdoor events and fun nightlife, all of them only a short walk away. The Metro is a 15 minute walk and takes you right into the heart of DC in another 15 minutes. I have SmartTrip cards available for the Metro/bus system so you can take advantage of the discount the locals get. I can direct you to just about anywhere so feel free to ask!",38.99335420366563,39,1,Private room,-77.10712561954249
Real Bed,,"Quiet private bedroom in a newly renovated 3 bedroom single-family house. Guest bedroom is tastefully decorated with antique furniture including full bed and is next to the guest's private full bathroom. Guest bedroom and bathroom are located on 1st floor, which you will have almost completely to yourself. Private bedroom is decorated with antique furniture including a full size bed and secretary that can be used as desk or bedside table. It also includes a closet and chest of drawers that guests can use. Bedroom is located next to a full bathroom for guests' exclusive use. Bathroom has plenty of shelving, counter space, and storage space for your use. Linens, blankets, and towels are, of course, provided.House is in a wonderful quiet, safe, tree-filled neighborhood in Arlington and is close to EVERYTHING! Free parking on the street or park in my driveway. Leave the car though and take public transportation to all sights in Washington, DC, Arlington, Alexandria, and everything else central. House is a 5 min walk to the entire 16-series Metrobuses which will take you to Pentagon (15 min ride), Pentagon City, and Crystal City (during rush hour) and their Metro (subway) stations (blue and yellow). During rush hour take bus directly to downtown: 16Y will take you directly to Farragut Square and McPherson Square, and 16X will you directly to Federal Triangle. The 16-series buses run until 1 am (Sun-Thursday) or after 3 am (Fri-Saturday), so even if you go to a show at the Kennedy Center or another venue or a sports game, you can still get back with the bus. House is also 5 min walk to ART 41 that will take you to Ballston, Clarendon, Courthouse, and other downtown Arlington stops and the orange Metro line. House is less than 5 min walk from Metro 22A&B, which will take you to Ballston to north or Shirlington and Pentagon to south. You won't need your car to get anywhere central. If you will be using public transit, let me know, and I will lend you a rechargeable Smartrip card which will save you money on fares. I take public transit everywhere, so I will be happy to help you plan out any trips.Walk, drive, or take the bus to endless restaurants on Columbia Pike or the shops and restaurants in Shirlington. Have a picnic or relax in the neighborhood park across the street. House is also located a half mile, through my quiet neighborhood, from the Washington & Old Dominion (W&OD) trail as well as the Four Mile Run trail. These are two wonderful hike and bike trails to go running, biking, walking, or nature watching. These trails can be taken all the way to the Mt. Vernon trail and numerous sites beyond. If you are a cyclist, my house is in a wonderful location. You can safely store your bicycle in my garage and get everywhere via streets and W&OD.Guest bedroom and full bathroom is located on 1st floor. The only other room on the 1st floor is the office/exercise room. Generally guests will have the 1st floor entirely to themselves. In the office is a desk, tv, and elliptical machine that guests are welcome to use when I am not in there. Also on the 1st floor is the washer and dryer, which guests can also use. I essentially live on the 2nd floor of the house, except for an hour at night when I workout in my office/exercise room. Thus the 1st floor is quiet and private for my guests. Guests are welcome to come to the 2nd floor though and use the living room, dining room, and kitchen. Sit on the 2nd floor balcony and watch the basketball game on the court at the neighborhood park across the street. Sit on my tree shaded back patio and watch the birds at the feeder.I have a cat and a friendly basset hound. They are not allowed in the guest room at any time. [I have a relative who often visits who is allergic to dogs, so the guest room is kept extra clean.]",38.86156943627089,39,1,Private room,-77.10224912414742
Real Bed,6,"Maitri House is a unique, warm environment. We are a mulit-generational, family-inclusive, semi-urban Intentional Community in Takoma Park, Maryland. One of our core aims as a community is to live out compassion in our interpersonal relationships and in our participation in the wider world.You might enjoy staying at Maitri House if you want to visit an intentional community, see how community works in depth, or simply prefer a congenial and dynamic atmosphere over a more hotel-like atmosphere. This is a well lived-in home with 18 residents. At our house you may meet a variety of people engaged in social justice work who together have considerable knowledge about DC. We're using AirBnB revenue to support some sustainability projects.Please note that, in order to be a safe place for people with chemical sensitivities, we ask guests to leave any products with the ingredient ""fragrance"" behind. Note also: no alcohol, smoking, or weapons.We're located on a quiet street, 2 blocks from the natural food co-op, 9 blocks (0.9 miles) from the takoma metro station, 3 blocks from sligo creek park, and are surrounded by several small parks and playgrounds.The particular room will vary because we're filling rooms while members of our community are on trips of varying lengths. Our stay includes access to our common spaces, including kitchen, living room, dining room, laundry, and balcony.We serve a vegan-inclusive dinner most Sunday-Friday nights, and typically have snacky-food available at other times. Non-vegan food is allowed here.Our house is not for everyone. For example, we keep the house cool in the winter and don't have A/C in the summer. Also, with many adults and children living here, we are not a super-tidy or very quiet place.Travel times to downtown:Once you get on a train, it takes about 15 minutes to get to union station, and about 20 minutes to get to DuPont Circle.The Mall and the Smithsonian are a little longer, you can either walk from Union Station, or change lines at Metro Center and go two more stops on the Orange or Blue lines.",38.978752,33,1,Private room,-77.00312
Real Bed,1,"My condo is bright, spacious & awesome! You'll enjoy this beautifully renovated 1 bedroom condo decorated with invigorating colors, friendly plants and elegance. Wake up to the sun shining through the wall-to-wall windows. Not a morning person? Just close the blinds! Cook yourself a nice meal in the fully renovated kitchen and eat in the dining room with views of the city. I will do what I can to make you feel at home here!! And my place is professionally cleaned. Location: My condo is a 5 minute, very safe walk to the Rosslyn Metro (Blue/Orange line) giving you a quick ride to Inauguration at the Smithsonian Metro. Also, super easy access on the metro to fun neighborhoods in Arlington and all of DC. A 15 minute walk across the beautiful Key Bridge will take you straight into Georgetown for shopping, restaurants, trails and kayaking on the Potomac River. Nearby: 3 major grocery stores (Safeway, Trader Joes, Whole Foods); awesome restaurants (I provide you with a list); Capital Bikeshares (that you can rent by the hour or for the day), movie theaters; frozen yogurt; Starbucks & other coffee shops; parks; and delis. Top rated Pho 75 and Ray’s Hell Burger are a 5 minute walk away! In the summer, there are movie nights in the Rosslyn Park just a few blocks away. Arrival to my condo:- A 15 minute metro ride or $10 cab ride from DCA Reagan National - A 20 minute metro ride from the train station - Union Station- A 40 minute cab ride from Dulles National Airport- Sleeping arrangements: The bedroom has a comfy full-size bed. The living room couch is not gigantic but can sleep another (it is not a pull out couch). Also, there is lots of floor space with large cushions to sleep on and lots of blankets.Amenities: - Secured building with 24-hour Concierge Service- Personal parking spot in secure garage - Kitchen with high-end appliances- Full gym, Jacuzzi and Sauna in building- Dry Cleaner in building- Full bed with comfy pillows & fresh linens - Outdoor Pool- High-speed Wifi - Washer/dryer - Cookware, Dishwasher & Coffeemaker- Coffee & Tea selections- Iron and Blow dryer- Flat Screen HDTV, DVR, DVD Player & a wide selection of movies- Secure Garage Parking- Towels and Linens- iHome If there is anything you forgot, just let me know! I probably have it here for you :) I love my place and know you will too! I just ask that you take care of my place and keep it fairly clean. If you're staying for more than a few days, I do ask you to feed my fish and water my plants :)",38.89747428881764,95,1,Entire home/flat,-77.07418139560119
